"","id","birthday","gender","age","age.group","date","condition","trial","itemNum","trialType","samePos","chosen","chosen_idx","kept","kept_idx","rt","faceVid","faceIdx","example_trial","exposure_trial","test_trial","correct"
"23","2","3/16/11","m",3.04,3,"2014-07-29-14-12","Social",9,"3","2","0","Novel21","0","Novel12","1",9327,"LDkidslonger","0",0,1,0,TRUE
"24","2","3/16/11","m",3.04,3,"2014-07-29-14-12","Social",10,"3","2","0","Novel12","0","Novel12","1",4856,"LDkidslonger","0",0,0,1,TRUE
"25","2","3/16/11","m",3.04,3,"2014-07-29-14-12","Social",11,"4","1","[undefined]","Novel17","0","Novel17","0",10555,"RDkidslonger","1",0,1,0,FALSE
"26","2","3/16/11","m",3.04,3,"2014-07-29-14-12","Social",12,"4","1","[undefined]","Novel19","0","Novel17","0",21426,"RDkidslonger","1",0,0,1,FALSE
"27","2","3/16/11","m",3.04,3,"2014-07-29-14-12","Social",13,"5","2","[undefined]","Novel8","0","Novel18","1",7611,"LDkidslonger","0",0,1,0,TRUE
"28","2","3/16/11","m",3.04,3,"2014-07-29-14-12","Social",14,"5","2","[undefined]","Novel7","1","Novel18","1",23307,"LDkidslonger","0",0,0,1,FALSE
"29","3","11/23/08","f",5.08,5,"2014-07-29-14-19","Social",1,"0","1","0","flower","1","","0",8908,"straightaheadlonger","-1",1,0,0,TRUE
"30","3","11/23/08","f",5.08,5,"2014-07-29-14-19","Social",2,"0","1","0","truck","0","","0",7502,"straightaheadlonger","-1",1,0,0,TRUE
"31","3","11/23/08","f",5.08,5,"2014-07-29-14-19","Social",3,"0","1","0","Novel24","1","Novel28","0",4402,"LDkidslonger","0",0,1,0,FALSE
"32","3","11/23/08","f",5.08,5,"2014-07-29-14-19","Social",4,"0","1","0","Novel21","0","Novel28","0",8497,"LDkidslonger","0",0,0,1,FALSE
"33","3","11/23/08","f",5.08,5,"2014-07-29-14-19","Social",5,"1","1","1","Novel27","0","Novel27","0",4382,"LDkidslonger","0",0,1,0,TRUE
"34","3","11/23/08","f",5.08,5,"2014-07-29-14-19","Social",6,"1","1","1","Novel6","1","Novel27","0",2789,"LDkidslonger","0",0,0,1,FALSE
"35","3","11/23/08","f",5.08,5,"2014-07-29-14-19","Social",7,"2","2","0","Novel23","0","Novel23","0",1875,"RDkidslonger","1",0,1,0,FALSE
"36","3","11/23/08","f",5.08,5,"2014-07-29-14-19","Social",8,"2","2","0","Novel25","0","Novel23","0",4436,"RDkidslonger","1",0,0,1,FALSE
"37","3","11/23/08","f",5.08,5,"2014-07-29-14-19","Social",9,"3","2","1","Novel9","1","Novel26","0",9164,"LDkidslonger","0",0,1,0,FALSE
"38","3","11/23/08","f",5.08,5,"2014-07-29-14-19","Social",10,"3","2","1","Novel26","0","Novel26","0",2127,"LDkidslonger","0",0,0,1,TRUE
"39","3","11/23/08","f",5.08,5,"2014-07-29-14-19","Social",11,"4","1","[undefined]","Novel7","1","Novel4","0",8135,"LDkidslonger","0",0,1,0,FALSE
"40","3","11/23/08","f",5.08,5,"2014-07-29-14-19","Social",12,"4","1","[undefined]","Novel19","0","Novel4","0",7676,"LDkidslonger","0",0,0,1,FALSE
"41","3","11/23/08","f",5.08,5,"2014-07-29-14-19","Social",13,"5","2","[undefined]","Novel22","0","Novel22","0",3420,"LDkidslonger","0",0,1,0,TRUE
"42","3","11/23/08","f",5.08,5,"2014-07-29-14-19","Social",14,"5","2","[undefined]","Novel11","0","Novel22","0",8400,"LDkidslonger","0",0,0,1,FALSE
"43","4","10/22/09","f",4.09,4,"2014-07-29-15-17","Social",1,"0","1","1","flower","1","","0",2147,"straightaheadlonger","-1",1,0,0,TRUE
"44","4","10/22/09","f",4.09,4,"2014-07-29-15-17","Social",2,"0","1","1","truck","0","","0",1751,"straightaheadlonger","-1",1,0,0,TRUE
"45","4","10/22/09","f",4.09,4,"2014-07-29-15-17","Social",3,"0","1","1","Novel19","0","Novel19","0",4553,"LDkidslonger","0",0,1,0,TRUE
"46","4","10/22/09","f",4.09,4,"2014-07-29-15-17","Social",4,"0","1","1","Novel19","0","Novel19","0",3707,"LDkidslonger","0",0,0,1,TRUE
"47","4","10/22/09","f",4.09,4,"2014-07-29-15-17","Social",5,"1","1","0","Novel26","0","Novel26","0",2103,"RDkidslonger","1",0,1,0,FALSE
"48","4","10/22/09","f",4.09,4,"2014-07-29-15-17","Social",6,"1","1","0","Novel26","1","Novel26","0",1165,"RDkidslonger","1",0,0,1,TRUE
"49","4","10/22/09","f",4.09,4,"2014-07-29-15-17","Social",7,"2","2","0","Novel21","1","Novel21","1",5354,"RDkidslonger","1",0,1,0,TRUE
"50","4","10/22/09","f",4.09,4,"2014-07-29-15-17","Social",8,"2","2","0","Novel21","0","Novel21","1",1166,"RDkidslonger","1",0,0,1,TRUE
"51","4","10/22/09","f",4.09,4,"2014-07-29-15-17","Social",9,"3","2","1","Novel24","1","Novel24","1",2067,"LDkidslonger","0",0,1,0,FALSE
"52","4","10/22/09","f",4.09,4,"2014-07-29-15-17","Social",10,"3","2","1","Novel24","1","Novel24","1",2029,"LDkidslonger","0",0,0,1,TRUE
"53","4","10/22/09","f",4.09,4,"2014-07-29-15-17","Social",11,"4","1","[undefined]","Novel17","1","Novel23","0",1702,"RDkidslonger","1",0,1,0,TRUE
"54","4","10/22/09","f",4.09,4,"2014-07-29-15-17","Social",12,"4","1","[undefined]","Novel23","1","Novel23","0",7442,"RDkidslonger","1",0,0,1,TRUE
"55","4","10/22/09","f",4.09,4,"2014-07-29-15-17","Social",13,"5","2","[undefined]","Novel18","0","Novel18","0",4781,"RDkidslonger","1",0,1,0,FALSE
"56","4","10/22/09","f",4.09,4,"2014-07-29-15-17","Social",14,"5","2","[undefined]","Novel18","1","Novel18","0",1341,"RDkidslonger","1",0,0,1,TRUE
"57","5","5/24/09","f",5.02,5,"2014-07-31-13-30","Social",1,"0","1","1","flower","1","","0",2422,"straightaheadlonger","-1",1,0,0,TRUE
"58","5","5/24/09","f",5.02,5,"2014-07-31-13-30","Social",2,"0","1","1","truck","0","","0",5608,"straightaheadlonger","-1",1,0,0,TRUE
"59","5","5/24/09","f",5.02,5,"2014-07-31-13-30","Social",3,"0","1","1","Novel26","1","Novel28","0",4342,"RDkidslonger","1",0,1,0,TRUE
"60","5","5/24/09","f",5.02,5,"2014-07-31-13-30","Social",4,"0","1","1","Novel12","1","Novel28","0",13488,"RDkidslonger","1",0,0,1,FALSE
"61","5","5/24/09","f",5.02,5,"2014-07-31-13-30","Social",5,"1","1","0","Novel17","0","Novel17","0",4359,"LDkidslonger","0",0,1,0,TRUE
"62","5","5/24/09","f",5.02,5,"2014-07-31-13-30","Social",6,"1","1","0","Novel17","1","Novel17","0",2751,"LDkidslonger","0",0,0,1,TRUE
"63","5","5/24/09","f",5.02,5,"2014-07-31-13-30","Social",7,"2","2","1","Novel13","1","Novel23","0",1508,"RDkidslonger","1",0,1,0,TRUE
"64","5","5/24/09","f",5.02,5,"2014-07-31-13-30","Social",8,"2","2","1","Novel14","1","Novel23","0",1472,"RDkidslonger","1",0,0,1,FALSE
"65","5","5/24/09","f",5.02,5,"2014-07-31-13-30","Social",9,"3","2","0","Novel9","0","Novel24","1",1553,"LDkidslonger","0",0,1,0,TRUE
"66","5","5/24/09","f",5.02,5,"2014-07-31-13-30","Social",10,"3","2","0","Novel24","0","Novel24","1",1047,"LDkidslonger","0",0,0,1,TRUE
"67","5","5/24/09","f",5.02,5,"2014-07-31-13-30","Social",11,"4","1","1","Novel16","1","Novel18","0",986,"RDkidslonger","1",0,1,0,TRUE
"68","5","5/24/09","f",5.02,5,"2014-07-31-13-30","Social",12,"4","1","1","Novel15","1","Novel18","0",1341,"RDkidslonger","1",0,0,1,FALSE
"69","5","5/24/09","f",5.02,5,"2014-07-31-13-30","Social",13,"5","2","0","Novel22","0","Novel5","1",1758,"LDkidslonger","0",0,1,0,TRUE
"70","5","5/24/09","f",5.02,5,"2014-07-31-13-30","Social",14,"5","2","0","Novel5","0","Novel5","1",7918,"LDkidslonger","0",0,0,1,TRUE
"71","6","6/4/09","m",5.01,5,"2014-07-31-13-39","Social",1,"0","1","1","flower","1","","0",5343,"straightaheadlonger","-1",1,0,0,TRUE
"72","6","6/4/09","m",5.01,5,"2014-07-31-13-39","Social",2,"0","1","1","truck","0","","0",1890,"straightaheadlonger","-1",1,0,0,TRUE
"73","6","6/4/09","m",5.01,5,"2014-07-31-13-39","Social",3,"0","1","1","Novel17","0","Novel17","0",1844,"LDkidslonger","0",0,1,0,TRUE
"74","6","6/4/09","m",5.01,5,"2014-07-31-13-39","Social",4,"0","1","1","Novel17","0","Novel17","0",1836,"LDkidslonger","0",0,0,1,TRUE
"75","6","6/4/09","m",5.01,5,"2014-07-31-13-39","Social",5,"1","1","0","Novel6","0","Novel6","0",1581,"LDkidslonger","0",0,1,0,TRUE
"76","6","6/4/09","m",5.01,5,"2014-07-31-13-39","Social",6,"1","1","0","Novel6","1","Novel6","0",4917,"LDkidslonger","0",0,0,1,TRUE
"77","6","6/4/09","m",5.01,5,"2014-07-31-13-39","Social",7,"2","2","1","Novel7","0","Novel3","1",937,"LDkidslonger","0",0,1,0,TRUE
"78","6","6/4/09","m",5.01,5,"2014-07-31-13-39","Social",8,"2","2","1","Novel28","0","Novel3","1",3092,"LDkidslonger","0",0,0,1,FALSE
"79","6","6/4/09","m",5.01,5,"2014-07-31-13-39","Social",9,"3","2","0","Novel4","1","Novel10","0",1170,"RDkidslonger","1",0,1,0,TRUE
"80","6","6/4/09","m",5.01,5,"2014-07-31-13-39","Social",10,"3","2","0","Novel10","1","Novel10","0",1827,"RDkidslonger","1",0,0,1,TRUE
"81","6","6/4/09","m",5.01,5,"2014-07-31-13-39","Social",11,"4","1","1","Novel15","0","Novel15","0",1472,"LDkidslonger","0",0,1,0,TRUE
"82","6","6/4/09","m",5.01,5,"2014-07-31-13-39","Social",12,"4","1","1","Novel15","0","Novel15","0",441,"LDkidslonger","0",0,0,1,TRUE
"83","6","6/4/09","m",5.01,5,"2014-07-31-13-39","Social",13,"5","2","0","Novel16","1","Novel16","1",1355,"RDkidslonger","1",0,1,0,TRUE
"84","6","6/4/09","m",5.01,5,"2014-07-31-13-39","Social",14,"5","2","0","Novel16","0","Novel16","1",2080,"RDkidslonger","1",0,0,1,TRUE
"85","7","11/30/09","f",4.08,4,"2014-07-31-13-50","Social",1,"0","1","1","flower","1","","0",695,"straightaheadlonger","-1",1,0,0,TRUE
"86","7","11/30/09","f",4.08,4,"2014-07-31-13-50","Social",2,"0","1","1","truck","0","","0",1886,"straightaheadlonger","-1",1,0,0,TRUE
"87","7","11/30/09","f",4.08,4,"2014-07-31-13-50","Social",3,"0","1","1","Novel5","1","Novel28","0",2102,"RDkidslonger","1",0,1,0,TRUE
"88","7","11/30/09","f",4.08,4,"2014-07-31-13-50","Social",4,"0","1","1","Novel16","1","Novel28","0",1916,"RDkidslonger","1",0,0,1,FALSE
"89","7","11/30/09","f",4.08,4,"2014-07-31-13-50","Social",5,"1","1","0","Novel14","0","Novel14","0",2162,"RDkidslonger","1",0,1,0,FALSE
"90","7","11/30/09","f",4.08,4,"2014-07-31-13-50","Social",6,"1","1","0","Novel13","0","Novel14","0",1155,"RDkidslonger","1",0,0,1,FALSE
"91","7","11/30/09","f",4.08,4,"2014-07-31-13-50","Social",7,"2","2","0","Novel21","0","Novel11","1",2515,"LDkidslonger","0",0,1,0,TRUE
"92","7","11/30/09","f",4.08,4,"2014-07-31-13-50","Social",8,"2","2","0","Novel11","0","Novel11","1",2023,"LDkidslonger","0",0,0,1,TRUE
"93","7","11/30/09","f",4.08,4,"2014-07-31-13-50","Social",9,"3","2","1","Novel17","0","Novel17","0",1754,"LDkidslonger","0",0,1,0,TRUE
"94","7","11/30/09","f",4.08,4,"2014-07-31-13-50","Social",10,"3","2","1","Novel17","0","Novel17","0",867,"LDkidslonger","0",0,0,1,TRUE
"95","7","11/30/09","f",4.08,4,"2014-07-31-13-50","Social",11,"4","1","1","Novel22","1","Novel12","0",1327,"RDkidslonger","1",0,1,0,TRUE
"96","7","11/30/09","f",4.08,4,"2014-07-31-13-50","Social",12,"4","1","1","Novel12","0","Novel12","0",1209,"RDkidslonger","1",0,0,1,TRUE
"97","7","11/30/09","f",4.08,4,"2014-07-31-13-50","Social",13,"5","2","0","Novel19","1","Novel19","1",866,"RDkidslonger","1",0,1,0,TRUE
"98","7","11/30/09","f",4.08,4,"2014-07-31-13-50","Social",14,"5","2","0","Novel6","1","Novel19","1",1881,"RDkidslonger","1",0,0,1,FALSE
"99","8","7/13/10","f",4,4,"2014-07-31-13-58","Social",1,"0","1","0","flower","1","","0",8374,"straightaheadlonger","-1",1,0,0,TRUE
"100","8","7/13/10","f",4,4,"2014-07-31-13-58","Social",2,"0","1","0","truck","0","","0",2418,"straightaheadlonger","-1",1,0,0,TRUE
"101","8","7/13/10","f",4,4,"2014-07-31-13-58","Social",3,"0","1","0","Novel22","1","Novel19","0",3265,"RDkidslonger","1",0,1,0,TRUE
"102","8","7/13/10","f",4,4,"2014-07-31-13-58","Social",4,"0","1","0","Novel19","1","Novel19","0",4361,"RDkidslonger","1",0,0,1,TRUE
"103","8","7/13/10","f",4,4,"2014-07-31-13-58","Social",5,"1","1","1","Novel18","0","Novel18","0",1676,"LDkidslonger","0",0,1,0,TRUE
"104","8","7/13/10","f",4,4,"2014-07-31-13-58","Social",6,"1","1","1","Novel18","0","Novel18","0",3084,"LDkidslonger","0",0,0,1,TRUE
"105","8","7/13/10","f",4,4,"2014-07-31-13-58","Social",7,"2","2","1","Novel25","0","Novel25","0",2079,"LDkidslonger","0",0,1,0,TRUE
"106","8","7/13/10","f",4,4,"2014-07-31-13-58","Social",8,"2","2","1","Novel25","0","Novel25","0",1441,"LDkidslonger","0",0,0,1,TRUE
"107","8","7/13/10","f",4,4,"2014-07-31-13-58","Social",9,"3","2","0","Novel3","1","Novel3","1",1655,"RDkidslonger","1",0,1,0,TRUE
"108","8","7/13/10","f",4,4,"2014-07-31-13-58","Social",10,"3","2","0","Novel3","0","Novel3","1",2667,"RDkidslonger","1",0,0,1,TRUE
"109","8","7/13/10","f",4,4,"2014-07-31-13-58","Social",11,"4","1","0","Novel20","0","Novel20","0",2263,"LDkidslonger","0",0,1,0,TRUE
"110","8","7/13/10","f",4,4,"2014-07-31-13-58","Social",12,"4","1","0","Novel14","0","Novel20","0",1530,"LDkidslonger","0",0,0,1,FALSE
"111","8","7/13/10","f",4,4,"2014-07-31-13-58","Social",13,"5","2","1","Novel27","1","Novel1","0",1436,"RDkidslonger","1",0,1,0,TRUE
"112","8","7/13/10","f",4,4,"2014-07-31-13-58","Social",14,"5","2","1","Novel8","1","Novel1","0",6087,"RDkidslonger","1",0,0,1,FALSE
"113","9","5/17/10","m",4.02,4,"2014-07-31-15-14","No-social",1,"0","1","0","flower","1","","0",1454,"straightaheadlonger","-1",1,0,0,TRUE
"114","9","5/17/10","m",4.02,4,"2014-07-31-15-14","No-social",2,"0","1","0","truck","0","","0",798,"straightaheadlonger","-1",1,0,0,TRUE
"115","9","5/17/10","m",4.02,4,"2014-07-31-15-14","No-social",3,"0","1","0","Novel16","0","Novel16","0",8365,"straightaheadlonger","-1",0,1,0,FALSE
"116","9","5/17/10","m",4.02,4,"2014-07-31-15-14","No-social",4,"0","1","0","Novel16","1","Novel16","0",1930,"straightaheadlonger","-1",0,0,1,TRUE
"117","9","5/17/10","m",4.02,4,"2014-07-31-15-14","No-social",5,"1","1","1","Novel17","0","Novel17","0",4160,"straightaheadlonger","-1",0,1,0,FALSE
"118","9","5/17/10","m",4.02,4,"2014-07-31-15-14","No-social",6,"1","1","1","Novel17","0","Novel17","0",3406,"straightaheadlonger","-1",0,0,1,TRUE
"119","9","5/17/10","m",4.02,4,"2014-07-31-15-14","No-social",7,"2","2","0","Novel2","1","Novel9","0",1520,"straightaheadlonger","-1",0,1,0,FALSE
"120","9","5/17/10","m",4.02,4,"2014-07-31-15-14","No-social",8,"2","2","0","Novel6","0","Novel9","0",3686,"straightaheadlonger","-1",0,0,1,FALSE
"121","9","5/17/10","m",4.02,4,"2014-07-31-15-14","No-social",9,"3","2","1","Novel18","1","Novel4","0",1338,"straightaheadlonger","-1",0,1,0,FALSE
"122","9","5/17/10","m",4.02,4,"2014-07-31-15-14","No-social",10,"3","2","1","Novel28","1","Novel4","0",1839,"straightaheadlonger","-1",0,0,1,FALSE
"123","9","5/17/10","m",4.02,4,"2014-07-31-15-14","No-social",11,"4","1","0","Novel1","1","Novel13","0",1514,"straightaheadlonger","-1",0,1,0,FALSE
"124","9","5/17/10","m",4.02,4,"2014-07-31-15-14","No-social",12,"4","1","0","Novel13","1","Novel13","0",4052,"straightaheadlonger","-1",0,0,1,TRUE
"125","9","5/17/10","m",4.02,4,"2014-07-31-15-14","No-social",13,"5","2","1","Novel23","1","Novel21","0",2090,"straightaheadlonger","-1",0,1,0,FALSE
"126","9","5/17/10","m",4.02,4,"2014-07-31-15-14","No-social",14,"5","2","1","Novel15","1","Novel21","0",1102,"straightaheadlonger","-1",0,0,1,FALSE
"127","10","7/27/10","m",4,4,"2014-07-31-15-21","No-social",1,"0","1","0","lion","0","","0",5883,"straightaheadlonger","-1",1,0,0,FALSE
"128","10","7/27/10","m",4,4,"2014-07-31-15-21","No-social",2,"0","1","0","truck","0","","0",7658,"straightaheadlonger","-1",1,0,0,FALSE
"129","10","7/27/10","m",4,4,"2014-07-31-15-21","No-social",3,"0","1","0","Novel8","0","Novel8","0",13285,"straightaheadlonger","-1",0,1,0,FALSE
"130","10","7/27/10","m",4,4,"2014-07-31-15-21","No-social",4,"0","1","0","Novel8","1","Novel8","0",8687,"straightaheadlonger","-1",0,0,1,TRUE
"131","10","7/27/10","m",4,4,"2014-07-31-15-21","No-social",5,"1","1","1","Novel11","1","Novel9","0",9584,"straightaheadlonger","-1",0,1,0,FALSE
"132","10","7/27/10","m",4,4,"2014-07-31-15-21","No-social",6,"1","1","1","Novel9","0","Novel9","0",3547,"straightaheadlonger","-1",0,0,1,TRUE
"133","10","7/27/10","m",4,4,"2014-07-31-15-21","No-social",7,"2","2","1","Novel5","1","Novel20","0",4982,"straightaheadlonger","-1",0,1,0,FALSE
"134","10","7/27/10","m",4,4,"2014-07-31-15-21","No-social",8,"2","2","1","Novel2","1","Novel20","0",9175,"straightaheadlonger","-1",0,0,1,FALSE
"135","10","7/27/10","m",4,4,"2014-07-31-15-21","No-social",9,"3","2","0","Novel24","0","Novel24","0",6637,"straightaheadlonger","-1",0,1,0,FALSE
"136","10","7/27/10","m",4,4,"2014-07-31-15-21","No-social",10,"3","2","0","Novel22","0","Novel24","0",2808,"straightaheadlonger","-1",0,0,1,FALSE
"137","10","7/27/10","m",4,4,"2014-07-31-15-21","No-social",11,"4","1","0","Novel23","1","Novel28","0",4215,"straightaheadlonger","-1",0,1,0,FALSE
"138","10","7/27/10","m",4,4,"2014-07-31-15-21","No-social",12,"4","1","0","Novel27","0","Novel28","0",6677,"straightaheadlonger","-1",0,0,1,FALSE
"139","10","7/27/10","m",4,4,"2014-07-31-15-21","No-social",13,"5","2","1","Novel17","1","Novel17","1",10058,"straightaheadlonger","-1",0,1,0,FALSE
"140","10","7/27/10","m",4,4,"2014-07-31-15-21","No-social",14,"5","2","1","Novel17","1","Novel17","1",5001,"straightaheadlonger","-1",0,0,1,TRUE
"141","11","4/21/10","f",4.03,4,"2014-07-31-15-43","No-social",1,"0","1","0","flower","1","","0",12055,"straightaheadlonger","-1",1,0,0,TRUE
"142","11","4/21/10","f",4.03,4,"2014-07-31-15-43","No-social",2,"0","1","0","truck","0","","0",4223,"straightaheadlonger","-1",1,0,0,TRUE
"143","11","4/21/10","f",4.03,4,"2014-07-31-15-43","No-social",3,"0","1","0","Novel4","0","Novel4","0",11311,"straightaheadlonger","-1",0,1,0,FALSE
"144","11","4/21/10","f",4.03,4,"2014-07-31-15-43","No-social",4,"0","1","0","Novel4","1","Novel4","0",2720,"straightaheadlonger","-1",0,0,1,TRUE
"145","11","4/21/10","f",4.03,4,"2014-07-31-15-43","No-social",5,"1","1","1","Novel6","1","Novel15","0",8890,"straightaheadlonger","-1",0,1,0,FALSE
"146","11","4/21/10","f",4.03,4,"2014-07-31-15-43","No-social",6,"1","1","1","Novel15","0","Novel15","0",2492,"straightaheadlonger","-1",0,0,1,TRUE
"147","11","4/21/10","f",4.03,4,"2014-07-31-15-43","No-social",7,"2","2","1","Novel11","1","Novel3","0",10099,"straightaheadlonger","-1",0,1,0,FALSE
"148","11","4/21/10","f",4.03,4,"2014-07-31-15-43","No-social",8,"2","2","1","Novel3","0","Novel3","0",5466,"straightaheadlonger","-1",0,0,1,TRUE
"149","11","4/21/10","f",4.03,4,"2014-07-31-15-43","No-social",9,"3","2","0","Novel22","0","Novel28","1",2972,"straightaheadlonger","-1",0,1,0,FALSE
"150","11","4/21/10","f",4.03,4,"2014-07-31-15-43","No-social",10,"3","2","0","Novel28","0","Novel28","1",5831,"straightaheadlonger","-1",0,0,1,TRUE
"151","11","4/21/10","f",4.03,4,"2014-07-31-15-43","No-social",11,"4","1","0","Novel25","0","Novel25","0",4726,"straightaheadlonger","-1",0,1,0,FALSE
"152","11","4/21/10","f",4.03,4,"2014-07-31-15-43","No-social",12,"4","1","0","Novel25","1","Novel25","0",12971,"straightaheadlonger","-1",0,0,1,TRUE
"153","11","4/21/10","f",4.03,4,"2014-07-31-15-43","No-social",13,"5","2","1","Novel13","1","Novel13","1",1370,"straightaheadlonger","-1",0,1,0,FALSE
"154","11","4/21/10","f",4.03,4,"2014-07-31-15-43","No-social",14,"5","2","1","Novel13","1","Novel13","1",802,"straightaheadlonger","-1",0,0,1,TRUE
"155","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",1,"0","1","0","flower","1","","0",2707,"straightaheadlonger","-1",1,0,0,TRUE
"156","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",2,"0","1","0","truck","0","","0",1320,"straightaheadlonger","-1",1,0,0,TRUE
"157","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",3,"0","1","0","Novel25","1","Novel10","0",10954,"RDkidslonger","1",0,1,0,TRUE
"158","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",4,"0","1","0","Novel14","0","Novel10","0",8861,"RDkidslonger","1",0,0,1,FALSE
"159","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",5,"1","1","1","Novel26","1","Novel6","0",3714,"LDkidslonger","0",0,1,0,FALSE
"160","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",6,"1","1","1","Novel6","0","Novel6","0",24108,"LDkidslonger","0",0,0,1,TRUE
"161","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",7,"2","2","0","Novel1","0","Novel19","1",3809,"LDkidslonger","0",0,1,0,TRUE
"162","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",8,"2","2","0","Novel19","0","Novel19","1",7243,"LDkidslonger","0",0,0,1,TRUE
"163","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",9,"3","2","1","Novel3","0","Novel13","1",3421,"LDkidslonger","0",0,1,0,TRUE
"164","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",10,"3","2","1","Novel15","0","Novel13","1",5473,"LDkidslonger","0",0,0,1,FALSE
"165","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",11,"4","1","0","Novel5","1","Novel27","0",8877,"LDkidslonger","0",0,1,0,FALSE
"166","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",12,"4","1","0","Novel20","0","Novel27","0",14787,"LDkidslonger","0",0,0,1,FALSE
"167","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",13,"5","2","1","Novel28","0","Novel4","1",5994,"LDkidslonger","0",0,1,0,TRUE
"168","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",14,"5","2","1","Novel7","0","Novel4","1",12408,"LDkidslonger","0",0,0,1,FALSE
